age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost,Potential_Monthly_Savings,Adoption_Sort_Order
68,50926,High School,Urban,32.3,204,Hatchback,5.8,292.5,7.4,9.6,1,0.16,7.6,4.6,8.5,4.7,3.1,7.6,1,High,136.5,21.2,271.3,3
51,101274,PhD,Urban,37.4,286.5,Truck,6.7,342,4.5,9.8,1,0.22,8.2,4.5,6.3,4.9,8.6,8,0,High,275.1,61.5,280.5,3
38,23955,High School,Suburban,52.5,305.5,Truck,7,430.7,7.5,10.9,1,0.27,4.9,3.8,6.7,6.3,3.5,6.2,1,High,241.8,64.8,365.9,3
32,108586,Bachelor,Suburban,13,69.6,Truck,7.3,62.9,3.6,5.9,1,0.19,7.8,5.3,9.3,6,4.3,10,1,High,44.4,8.6,54.3,3
41,67802,Master,Urban,59.8,346.6,Sedan,5.5,501.5,7.9,5.7,1,0.29,8.3,3.8,5.9,2.1,3.4,6.2,0,High,209.6,61,440.5,3
60,158207,High School,Urban,54.5,299.2,Sedan,2.6,423.5,4.1,6.4,0,0.17,9,7.7,7.4,4.1,5.7,9,0,High,269.4,45.7,377.8,3
45,19428,Bachelor,Urban,25.5,158.7,Hatchback,10.7,179.7,8.1,0.5,0,0.32,4.5,5.4,6.6,7.7,6.2,5.1,0,Low,141.4,45.1,134.6,1
57,79954,High School,Urban,42.8,341.3,Sedan,6.7,241.7,,0.5,1,0.25,6.6,2.6,8.3,5,1,9,0,High,300.1,75.7,166,3
67,30699,Master,Urban,27,207.3,Truck,3.1,199.9,5.5,6.3,1,0.11,6.5,7.8,7.3,4.4,5.9,8.1,0,High,178.5,19.2,180.70000000000002,3
62,14940,High School,Suburban,62.4,452,Sedan,9.2,537.3,4.4,1.5,1,0.17,5.1,5.4,6.3,4.9,5,5.5,0,Medium,394.8,67,470.29999999999995,2
49,14183,Master,Suburban,37.8,208,Sedan,8.2,233.6,5.8,11.2,0,0.31,4.5,2.8,5.7,9.8,6.7,5.4,0,Low,147.9,45.8,187.8,1
37,32823,Bachelor,Suburban,29.4,177,Sedan,6.7,272.6,4.6,6.5,1,0.29,6.8,4.2,8.1,4.7,7.7,8.6,1,High,149.7,43.5,229.10000000000002,3
45,28270,Bachelor,Suburban,22.4,121.1,Sedan,3.6,180.6,1.1,8.4,1,0.17,4.9,8.3,5.4,6.9,4.9,6.8,0,Medium,111.4,18.5,162.1,2
39,32075,Master,Suburban,20.1,111.8,Sedan,4.6,99.4,7.1,11.4,0,0.11,5,10,6.4,5.7,3.7,4.9,0,Medium,72.4,8.2,91.2,2
63,16001,Bachelor,Urban,38.9,264.1,Hatchback,2.7,331.9,9,6,0,0.33,6.6,9.5,6.5,4.2,5.4,6,1,High,230.4,77,254.89999999999998,3
48,15122,Bachelor,Urban,51.3,382.1,SUV,6,402.1,7.6,2.9,0,0.25,3.5,4.4,4.2,9.2,9.4,2.9,0,Low,350.1,86,316.1,1
47,48631,Bachelor,Urban,27.6,170.6,Sedan,3.5,259.1,7.2,0.5,1,0.32,7,2.3,8.6,2.4,6.8,8,0,High,144.2,45.5,213.60000000000002,3
24,12955,Bachelor,Suburban,23,136.8,SUV,1.7,193.3,7.1,7.4,1,0.18,2.6,4.1,2.6,7.7,3.8,1.4,1,Low,101.5,18,175.3,1
50,75694,Bachelor,Suburban,41.5,308.4,Truck,4,332.6,9,6.7,1,0.09,8.9,7.7,6.7,5,5.4,6.5,0,High,192.1,18.2,314.40000000000003,3
64,57695,Master,Suburban,53.1,336.6,Sedan,7.7,430.7,4.4,5.3,0,0.21,6.4,7,9.6,4.2,6.1,8.8,0,High,256.7,53.7,377,3
49,21087,Bachelor,Urban,47.2,354.8,Sedan,3.8,396.9,7.3,0.5,1,0.32,6.4,7.1,5.2,7.4,5.1,7.9,0,High,358,113.5,283.4,3
68,39055,Bachelor,Urban,31.7,164.2,Hatchback,8.9,218.3,9.3,0.5,1,0.26,5.7,5.3,8.3,2.5,5.1,7,1,High,107,27.4,190.9,3
32,14318,High School,Urban,42.6,257.8,Hatchback,6.1,360,6,0.5,1,0.34,5.9,7,3.4,6.7,3.9,5.9,0,Medium,219.3,75.5,284.5,2
55,58097,Bachelor,Suburban,39.2,269,SUV,6.5,307.5,1.5,17.5,0,0.19,5.2,3.3,9.4,2.6,3,8.2,0,High,270.5,51.5,256,3
44,58201,Master,Urban,16.7,101.1,Hatchback,1.1,157.4,,10.1,1,0.28,8.4,5.5,6.3,2.7,9.9,6.9,0,High,87,24.2,133.20000000000002,3
60,10721,High School,Suburban,34.5,178.9,Sedan,3.3,345.1,4.3,7.8,1,0.15,6.7,3.9,3.1,7.9,5,3.2,0,Low,169.9,26.2,318.90000000000003,1
60,19687,High School,Urban,22.1,147.1,SUV,11.8,136.5,7.1,0.5,0,0.16,5.3,8.5,4.5,4.7,4.2,6,1,High,89.8,14.1,122.4,3
33,57357,High School,Suburban,50,281.2,Sedan,1.8,463.2,1.4,5.8,1,0.09,8.3,10,9,4.7,5.3,8.8,1,High,179.4,16.3,446.9,3
37,61881,High School,Rural,30.8,193.3,SUV,3.6,313.8,4.3,8.2,0,0.25,8.3,7.6,5.6,3,5.1,7.4,0,High,143.3,36.1,277.7,3
36,59956,Bachelor,Urban,21.3,122.6,Sedan,6.8,187.7,8.6,1.3,1,0.29,7.6,6.9,8.1,5.2,3.3,8,0,High,100.2,28.7,159,3
34,19564,Bachelor,Urban,35.4,249.8,Sedan,8.8,269.5,5.5,3.7,1,0.25,5.2,3.2,6.4,7.4,7,5.8,0,Medium,238.5,59.3,210.2,2
68,18228,Master,Rural,60.4,430.7,Sedan,7.4,545,3,15.6,1,0.28,6.3,5.6,4.9,5.9,3.1,5.7,0,Medium,309.4,85.3,459.7,2
50,37414,Master,Urban,39.6,204.7,Sedan,2.1,337.1,6.7,0.5,0,0.11,9.6,4.7,6.6,2.4,4.7,7.5,0,High,199.8,22.6,314.5,3
69,7994,High School,Urban,21.9,112.8,Truck,9.7,216.2,8.7,1.1,0,0.08,7.1,8.2,6.6,9.3,1.1,8,0,High,94.7,7.6,208.6,3
27,40693,Master,Urban,26.6,142.4,SUV,2.3,163.7,9.9,6.2,0,0.09,6.8,5.8,5.9,9.4,4.1,5.8,0,Medium,127.1,11.4,152.29999999999998,2
42,30905,Master,Rural,34.7,214.8,Hatchback,6.8,222.5,4.2,13.4,1,0.11,5.4,3.3,6.9,8.8,5.3,5.5,0,Low,162.9,18.4,204.1,1
37,30698,Bachelor,Suburban,60.4,454.8,Truck,3,546.8,4.8,4.8,1,0.12,7.2,4.4,4.4,8.5,1,5.5,1,Medium,372,43.7,503.09999999999997,2
36,61998,High School,Suburban,72.3,398.1,Sedan,10.3,608.3,6.6,15.2,0,0.23,9.5,5.6,9.9,5,3.5,9.2,0,High,403.2,91.8,516.5,3
22,20887,Master,Urban,33.1,263.3,SUV,4,325.3,4.6,5,0,0.33,2.7,8.4,3.6,9.8,6,2.9,0,Low,230.5,76.8,248.5,1
30,46574,PhD,Suburban,18.7,125.4,Truck,8.3,257.6,6.6,13.9,0,0.21,9.6,1.4,6.5,2.4,4,5.5,0,High,97.7,20.3,237.3,3
61,93447,High School,Urban,38.6,227.4,Sedan,2.8,322.2,7.9,2.1,0,0.34,8.9,7.3,8.1,2.3,3.4,9.5,0,High,189.1,64.5,257.7,3
40,38602,Bachelor,Suburban,12.8,66.3,Sedan,1.5,107.7,8.9,9.5,0,0.25,9,5.1,8,5.8,5.9,8.6,0,High,52.2,13,94.7,3
27,61869,Bachelor,Suburban,44.9,229.8,Hatchback,4.9,375.2,4.7,7.5,1,0.21,9.7,5.2,8.9,4.4,9.7,8.2,0,High,197.3,40.5,334.7,3
22,25895,Bachelor,Suburban,30.5,234.4,SUV,3,289.8,2.9,9.4,0,0.08,3.5,7.5,5.1,7,2.6,4.5,0,Medium,214.5,17.2,272.6,2
66,42404,High School,Rural,46.4,248.7,Sedan,7.1,439.1,3.8,0.5,1,0.17,7.9,7.1,5.7,5.4,5.9,6.5,0,Medium,225.3,38.7,400.40000000000003,2
31,15006,Master,Rural,42.8,308.9,Sedan,8.7,316.6,7.6,10.5,0,0.29,4.1,5.8,3.2,6.6,7.7,4.6,1,Medium,263.4,77.4,239.20000000000002,2
32,69304,Bachelor,Suburban,25.6,153.7,SUV,7.7,193.2,8.8,6.9,1,0.15,6.7,2,8,3.9,6.5,5.3,0,High,95,14.7,178.5,3
44,36259,Bachelor,Suburban,31.5,189.5,Sedan,5,194.1,8,9.5,1,0.2,3.1,7.4,5.2,8.7,3.9,4.3,0,Medium,178.6,36.3,157.8,2
22,10380,Bachelor,Urban,16.7,85.5,SUV,11.1,214,4.5,0.5,0,0.18,6.6,6.4,5.2,9.7,4.3,6.2,0,Medium,61.9,11.1,202.9,2
44,18761,Bachelor,Urban,5,27.6,SUV,2.8,14.2,5.1,3.1,1,0.32,7,6.5,4.8,5.3,8.3,6.4,0,Medium,21.3,6.9,7.299999999999999,2
33,42741,Bachelor,Rural,33.6,231.1,Sedan,3,257.2,5.4,11.2,1,0.16,8,7.1,9.6,2.6,3.6,7.3,0,High,143.1,23.1,234.1,3
36,22323,Bachelor,Rural,33.4,251.2,Hatchback,1.5,244.8,5,7.8,1,0.25,10,4.2,5.8,2.4,5.6,7.3,1,High,162,40.7,204.10000000000002,3
63,14401,Master,Suburban,43.5,225.6,SUV,3.1,321.5,7.4,8,1,0.31,6.1,4.6,6.7,10,2.8,5.8,0,High,178.9,56.3,265.2,3
47,26982,Master,Suburban,6.6,46.7,Sedan,9.3,31.8,4.6,8.4,1,0.15,4.7,6.1,5.1,5.6,7.9,4,0,Medium,45.3,6.8,25,2
50,35518,Bachelor,Rural,5,35.5,Sedan,5.8,87.1,5.2,7,1,0.32,6.6,7.1,4.8,9.7,4,5,1,Medium,29.2,9.2,77.89999999999999,2
56,71189,Master,Rural,33.5,187.9,Sedan,5.4,254.8,1,8,0,0.2,8.6,4.5,5.8,2.4,2.4,7.4,0,High,190.8,38.5,216.3,3
60,28410,Bachelor,Urban,36.1,265.2,Sedan,7.2,313.6,9.6,0.5,1,0.19,4.2,8.2,4.1,4.8,1.9,1.1,0,High,269,49.8,263.8,3
23,30985,Master,Urban,44.1,279.5,Hatchback,4.3,362.9,6.8,7.4,1,0.19,7.1,4.4,8.2,6,2.5,8.2,1,High,250,46.5,316.4,3
56,36130,Master,Urban,37.2,282.8,Truck,7.3,300.2,6,1.8,0,0.1,6.9,4.3,3.1,7.7,5.8,5.3,0,Low,279.2,29.2,271,1
41,64277,High School,Suburban,5,28.9,Sedan,6.5,129.8,6,9.8,1,0.31,9.2,6.4,8,4.8,2.8,8.8,0,High,22,6.9,122.9,3
55,24233,Bachelor,Suburban,21.5,151.8,Hatchback,8.2,167.2,4.3,8.6,0,0.11,9.5,5.3,7.7,5.9,4.5,8.3,0,High,94.5,10.6,156.6,3
37,25186,High School,Suburban,58.9,421.2,SUV,6.8,470.6,5.3,7.4,1,0.14,5.1,5.7,4.1,8.6,7.4,4.2,1,Low,266.7,36.5,434.1,1
37,97017,Bachelor,Suburban,12.1,86.7,Sedan,2.6,102.7,2.1,1.6,0,0.27,8.2,3.3,7.4,3.2,3.4,6.9,0,High,52.6,14.4,88.3,3
22,23795,Bachelor,Suburban,25.1,183.2,Sedan,4.2,246.9,8.4,8.4,1,0.35,6.5,7.4,7,7.1,2.7,7.5,0,High,169.5,58.7,188.2,3
30,24337,Bachelor,Suburban,8.5,43.8,Sedan,0.1,68,5,4.6,0,0.15,4.7,3.8,5.3,9.4,4.8,4.4,0,Low,41.6,6.2,61.8,1
42,57165,Master,Urban,22.6,169.1,Sedan,6,234.7,4.9,0.5,1,0.35,8.3,5.4,9.2,4.6,4.6,8.4,0,High,150.3,52.6,182.1,3
50,37552,High School,Urban,47.7,275.6,Sedan,3.9,343.7,7.3,5.3,1,0.27,8.3,6.6,8,3.9,3.9,9,0,High,284.1,77.2,266.5,3
41,47119,Bachelor,Urban,32.5,164.8,Sedan,8.3,287.6,10,7.3,0,0.29,8,7,7.8,4.2,8,7.8,0,High,141.2,40.6,247.00000000000003,3
56,46266,Bachelor,Urban,52.1,412.5,SUV,0,424.2,9.2,8.1,1,0.15,8.1,4.5,9.9,3.1,4.3,8.7,0,High,402.6,61.3,362.9,3
58,20119,Master,Rural,5,28.6,SUV,5.4,89.2,6.2,1.9,0,0.28,5.3,3.5,9.3,5.3,5.7,6.8,0,Medium,24.5,7,82.2,2
44,92395,PhD,Urban,39.3,227.4,Hatchback,8.9,375.6,7.6,5.7,0,0.27,6.3,8.1,8.7,4.4,3.4,6.8,0,High,170.4,45.6,330,3
22,17705,High School,Suburban,49.1,371.1,Sedan,1.8,454.8,2.6,11.1,1,0.13,9.6,5.9,5.3,4,1.8,7.8,0,High,368.9,47,407.8,3
35,36512,Bachelor,Rural,45.1,351.3,Sedan,5.5,429.2,6.1,8.6,0,0.34,6.6,7,9.1,4.4,2.5,8.1,0,High,240.2,80.7,348.5,3
36,18267,Bachelor,Suburban,34.2,185.3,Sedan,2.6,308.6,7.7,5,1,0.26,7.1,8.1,4.3,7.9,7.9,6.7,0,Medium,177.9,46.8,261.8,2
59,29743,High School,Rural,21.8,127.1,Sedan,6.9,196.1,3.8,0.5,0,0.1,4.7,4.2,5.9,9.9,5.3,6,1,Low,89.6,9.1,187,1
45,45476,Bachelor,Suburban,33.9,172.4,SUV,3,299.2,3.9,12.6,1,0.19,5.1,4.2,4,4.7,5.4,5.3,1,Medium,119.4,22.6,276.59999999999997,2
25,44852,PhD,Rural,36.2,198.6,Sedan,5.1,283.8,4.1,14.7,0,0.17,9.8,6.1,7,4.4,5.2,7.2,1,High,189.7,32.7,251.10000000000002,3
62,44566,Master,Suburban,20.2,111.7,SUV,4.2,177.8,6.1,1.3,1,0.21,9.9,5.4,7,4.5,7.6,8.8,1,High,87,18.1,159.70000000000002,3
42,18666,Bachelor,Urban,62.5,377.1,Sedan,8.7,536.2,8.9,8,0,0.09,4.6,6.7,4.3,4.1,5.3,3.5,0,High,259.4,22.1,514.1,3
27,35788,Bachelor,Urban,41.6,237.3,SUV,5.1,397.1,8.2,1.4,1,0.2,8.5,3.1,8.5,5.9,4.9,7.1,1,High,191.9,38.6,358.5,3
47,40416,Master,Suburban,36.9,193.7,Sedan,8.1,289.5,2.8,0.5,1,0.25,7,5.8,4.8,8.6,6.9,4.6,0,Low,120.8,30.5,259,1
39,22885,High School,Rural,33.8,186.7,SUV,8.5,245.3,6.4,14.4,1,0.32,7.3,5.5,4.4,8.2,3.8,7.3,0,Medium,129.4,41.5,203.8,2
52,28966,Bachelor,Urban,10.9,54.9,Hatchback,5.1,102.6,7.9,1,1,0.09,8.5,3,5.1,4.6,6.9,8.1,1,High,42.5,3.9,98.69999999999999,3
60,42735,Bachelor,Urban,27.7,206.4,Sedan,7.5,234.8,7.5,0.5,1,0.34,3.9,4.6,5.6,9.6,1.9,4.8,0,Medium,147.1,50.1,184.70000000000002,2
58,15182,Bachelor,Urban,50.8,370.8,Sedan,8.9,405.1,9.3,3.5,0,0.24,7.8,6.5,6.7,6.9,3.6,7.7,0,High,228.2,55.7,349.40000000000003,3
44,76611,Bachelor,Suburban,37.6,198.1,SUV,7.8,301.1,5.8,7.4,0,0.25,6.8,8.4,9.2,5.5,3.8,8.7,0,High,180.1,44.7,256.40000000000003,3
43,29816,Master,Suburban,38.7,202.9,Sedan,0,309.2,5.9,1.3,1,0.3,6.7,8.2,8.3,4.8,3.9,7.1,0,High,173.4,51.2,258,3
45,28547,High School,Urban,38.2,300,Sedan,5.5,270.6,8,0.5,1,0.18,5.6,7,4.4,8.1,4.9,3.6,0,Medium,239.7,42.2,228.40000000000003,2
53,68263,Master,Rural,21,163.1,SUV,10,170.6,3.1,12.2,1,0.2,5.1,4.8,8.8,5.1,3.3,7.1,0,Medium,106.9,20.9,149.7,2
57,112349,Master,Suburban,43.4,345.6,Sedan,4.9,370.1,5.1,16,0,0.12,7.3,4.3,7.1,2.5,2.1,7.4,0,High,210.7,25.5,344.6,3
22,78766,High School,Rural,32.9,241.6,Sedan,0,378.1,6.1,10.6,1,0.23,8.5,7.7,9.4,3.9,6.9,9.1,0,High,176.7,39.9,338.20000000000005,3
57,20281,Bachelor,Urban,24.3,155.3,Sedan,2.9,188.4,7.4,6.9,0,0.28,9,5.1,6.6,5,10,7.6,0,Medium,94.5,26,162.4,2
60,35916,Master,Suburban,29.4,160.6,Sedan,4.7,266.8,5.4,8.3,1,0.33,8.2,4.6,5.4,2.6,5.5,5.8,0,Medium,131,43,223.8,2
59,30473,Bachelor,Urban,18.2,133.6,SUV,9.8,137.6,6,2.5,0,0.34,9.1,5.6,9.4,2.6,3.8,5.5,0,High,109.2,36.9,100.69999999999999,3
54,24181,Bachelor,Suburban,7.5,54.3,SUV,7.3,42.7,4.1,11,1,0.13,8.8,8.2,7.7,2.6,1,9.8,1,High,37.7,4.8,37.900000000000006,3
26,55629,High School,Urban,37.8,261.5,SUV,12.6,365.7,4.5,6.1,1,0.31,9.9,7,9.5,4,4.1,10,0,High,180.8,55.6,310.09999999999997,3
55,24395,PhD,Suburban,50.9,406.1,Hatchback,9,379.1,3.2,15.8,0,0.27,7.8,6.1,4.8,5.7,4.7,6.6,0,Low,246.8,66.6,312.5,1
49,69117,Bachelor,Rural,39.7,284.9,SUV,5.3,336.5,5.4,19.6,1,0.18,9.8,5.8,6.9,4.2,6.1,7.7,0,High,259.4,45.9,290.6,3
24,11905,Master,Suburban,35.8,190.5,Hatchback,9.5,321.5,5.4,10.7,1,0.27,6.7,6.8,3.7,5.9,3.9,3.3,1,Medium,190,51,270.5,2
48,50948,,Suburban,29,189,Sedan,6.6,273.4,5.9,5,1,0.22,9.8,7.2,7.2,3.9,8.3,9.5,1,High,173.3,38.5,234.89999999999998,3
37,23560,PhD,Urban,53.1,345,Sedan,9.4,438.7,8.5,4.4,0,0.32,6.2,3.6,5.9,8.2,2.8,6.8,0,Medium,259.9,82.1,356.6,2
38,25973,Master,Urban,28.4,217.7,Sedan,8.8,168.3,7.6,1,1,0.29,6.7,3.3,8.8,5.7,4.9,6.8,0,High,138.1,40.3,128,3
42,19046,High School,Suburban,57.8,294.8,SUV,7.5,487.4,3.5,9.9,1,0.31,7.8,7.3,6.6,6.8,4.4,7.7,0,Medium,182.7,56.1,431.29999999999995,2
38,62604,Master,Urban,18.2,105.1,Truck,3.3,181.4,9.8,2,1,0.26,9.9,7.3,6.1,4.4,7.7,9.6,0,High,91.8,23.4,158,3
63,48984,Bachelor,Suburban,33.8,230.2,Sedan,1.9,266.5,4.5,9.7,0,0.29,8.2,5.5,6.1,3.5,5,7.3,1,High,206.2,60,206.5,3
33,73733,Master,Urban,41.4,273.6,Hatchback,4.5,438.2,7.2,3.9,1,0.28,9.2,5.3,8.5,2.9,5.4,9.8,0,High,178.3,49.4,388.8,3
26,40116,Master,Rural,51.6,299.6,SUV,6.4,400,2.7,10,1,0.17,8.1,10,7.9,3.9,6.3,7.1,0,High,277.7,47.3,352.7,3
56,17918,Master,Urban,18.1,126,Sedan,7,216.7,4.5,2.3,1,0.34,2.7,7.3,4.3,6.6,4.6,5.6,1,Medium,123.2,42.3,174.39999999999998,2
34,10273,Bachelor,Urban,23.8,179.7,Hatchback,4.2,185.7,7.5,2.4,1,0.22,6.6,2.6,4.1,6.2,7.5,5.5,0,Medium,118.2,26.5,159.2,2
26,24646,Bachelor,Suburban,41,286.5,SUV,2,330.4,5.5,2.3,1,0.29,7.3,5.3,6.1,6.2,4.6,8,0,High,273.2,79.3,251.09999999999997,3
22,25894,Master,Suburban,23.7,153.5,Hatchback,4.2,136.5,6.6,11.7,0,0.31,6,4.1,4,7,3.9,4.6,0,Low,113.5,35.6,100.9,1
43,76481,Bachelor,Urban,9.1,71.1,SUV,4,112.1,8.7,4.4,0,0.3,7.8,9.9,8,5,7.6,9,0,High,50.8,15.4,96.69999999999999,3
23,202895,High School,Suburban,59.5,336.4,Hatchback,6.8,554.1,6.6,14.9,1,0.3,6.6,7.2,8.6,4.7,1.6,6.9,0,High,269,80.3,473.8,3
61,51010,Bachelor,Urban,46.4,250.1,Sedan,7.4,357.5,6.6,0.5,1,0.32,7.6,6.6,9.8,2.4,6,8.8,0,High,152.4,48.7,308.8,3
24,25807,Bachelor,Suburban,52.2,289.1,Hatchback,2.6,431.5,6.5,12.7,1,0.31,3,7.1,3,7.1,5.7,4.6,1,Low,264.2,82,349.5,1
26,167343,Bachelor,Rural,43.1,252.5,Sedan,5.1,349.9,6.8,7.3,1,0.34,6.7,6.9,9.9,2.7,4.4,7.5,1,High,221.1,75.9,274,3
62,30310,High School,Urban,26.6,176.9,SUV,4,161.8,7.4,7.4,1,0.17,8.9,3.8,8.4,6,6.7,8.3,0,High,150.6,25.6,136.20000000000002,3
28,37414,Bachelor,Urban,5,36.6,Sedan,2.7,39.3,7.9,6,1,0.22,7.2,7.2,6.5,7.8,3.9,6.2,0,High,28.4,6.3,33,3
67,24586,High School,Suburban,21.7,127.5,SUV,10.8,209.1,5.2,16.7,0,0.31,5.7,6.2,5.6,6.6,1.1,6.7,0,Medium,97.9,30,179.1,2
31,20879,Bachelor,Urban,38.5,297.2,Truck,6.2,290.5,5.3,0.5,0,0.24,6,6,6.2,8,6.2,6.3,0,Low,288.3,68.1,222.4,1
61,20676,High School,Suburban,27.1,205.3,Sedan,5.8,277.2,5.3,18.5,1,0.31,6.8,5.8,4.1,8.8,8.3,5.6,0,Low,183.7,56.1,221.1,1
34,94556,Master,Suburban,44.7,279.1,Truck,4.2,349.8,3.3,7.8,1,0.33,8.1,3.3,8.7,3.1,8.5,8.7,0,Medium,172.7,56.3,293.5,2
48,52523,High School,Urban,50.1,317.6,Sedan,0.1,467.4,5.4,7.2,1,0.23,6.2,7.3,4.3,5.5,4.3,5.7,1,Medium,299.1,67.4,400,2
63,66153,Bachelor,Urban,33.8,267,Truck,5.3,324.9,8.2,4.2,1,0.19,9.3,9.7,6.7,2.9,7,7.5,0,High,204.2,39.2,285.7,3
29,48718,Master,Urban,22.6,142.1,SUV,5.3,184.1,7.3,5.9,1,0.33,9,8.4,7.9,3.1,2,9,0,High,108.6,35.4,148.7,3
43,19263,High School,Urban,23.3,179.4,Sedan,5.3,209.3,5.3,7.4,1,0.27,7,4.5,4.1,6,4.7,6.3,0,High,108.8,29.3,180,3
50,71617,Bachelor,Suburban,14.9,104.2,Hatchback,10.9,77.9,7.9,7,0,0.14,6.8,8.1,9.7,5.7,4.9,9,0,High,84.7,11.5,66.4,3
46,46639,Bachelor,Urban,46.2,318.9,SUV,2.7,324.6,7.3,2.7,1,0.08,9.6,7.3,9.7,5.8,3.8,9.9,0,High,227.3,19,305.6,3
42,10686,Bachelor,Urban,29.5,155.7,Truck,3.7,263.4,9.2,0.5,1,0.09,3.2,6.8,5.4,7.6,4.4,4.4,0,Medium,98.2,9,254.39999999999998,2
63,72727,High School,Suburban,30.1,232.7,Hatchback,6.6,236.4,6.7,10.6,0,0.22,7.7,5.5,9.2,5.7,6.9,7.6,0,High,172.5,38.7,197.7,3
62,21415,Master,Urban,8.3,66.1,Hatchback,8,116.9,10,0.5,0,0.25,4.7,7.7,2.6,7.9,5.5,2.8,0,Low,58.4,14.5,102.4,1
26,60755,Bachelor,Suburban,26.5,190.4,SUV,10.3,260,4.6,10.3,1,0.2,9.2,4.2,7,3,3.4,9.1,0,High,176,35.9,224.1,3
37,66154,PhD,Urban,34.8,207,SUV,0,213.5,6.4,1.9,0,0.33,9.1,6.6,7.6,4,4.1,9.1,1,High,148,48.4,165.1,3
58,17089,High School,Rural,31.2,173.4,Sedan,0.9,207.5,4.6,15.7,0,0.15,9.5,3.6,7.5,4.6,5.1,9.7,0,High,174.3,26.5,181,3
24,20745,Bachelor,Urban,23.8,159.2,Sedan,3.7,238.5,6.4,6.4,0,0.27,5.6,7,5.9,9.4,3.7,5.8,0,Medium,152.4,40.8,197.7,2
63,180775,Bachelor,Rural,11.7,69.7,SUV,4.7,167.1,3.5,7.6,1,0.08,6.7,5.1,8,3.8,2.6,5.1,0,High,70.9,5.7,161.4,3
21,29073,PhD,Suburban,29.3,150.7,Sedan,6.2,287.2,5.6,11,1,0.34,7.5,2.1,4.9,4.4,6.4,6.3,0,Medium,132.4,44.5,242.7,2
37,33420,Bachelor,Urban,46.3,355,Sedan,8.9,362.1,3.2,4,1,0.1,5.4,4.5,6.9,7.2,8.9,4.6,0,Medium,224.1,21.9,340.20000000000005,2
61,79145,High School,Urban,22.5,117.7,Truck,6.1,142.3,6.1,7.1,1,0.11,6.8,6.6,8.7,2.9,3.2,8.8,0,High,103.6,11.9,130.4,3
48,65484,Bachelor,Suburban,27,204.1,SUV,5.6,133.6,2.4,11.3,1,0.26,6.7,4.4,9.2,4.8,5.5,7,0,High,169.1,44.3,89.3,3
43,17901,Bachelor,Suburban,37.6,220.2,Hatchback,5.9,313.3,4.2,10.8,0,0.24,5.2,9.3,3.7,9.9,5.8,4.2,0,Low,197.8,47.3,266,1
56,24034,Bachelor,Urban,40.5,211.4,Sedan,0.2,304.8,3.1,3.6,1,0.31,8.9,4.1,7,3.8,3.8,8.3,0,High,144.3,45.2,259.6,3
62,31929,Bachelor,Urban,17.7,112.9,Sedan,5.5,157.4,,0.5,0,0.25,6.1,3.3,6.2,4.2,7.5,6.6,0,High,99.6,25.2,132.20000000000002,3
67,22892,Bachelor,Rural,55.9,440.5,Sedan,4.6,473.9,5.3,13.6,1,0.31,7.1,7,8.8,5.5,6.7,7,0,Medium,269,82.1,391.79999999999995,2
54,40883,Master,Urban,41.7,298.2,Sedan,6.5,358.8,5.2,5.1,0,0.14,4.6,6.2,5.6,4,10,,1,Low,214.9,29.5,329.3,1
28,69995,Master,Rural,18.8,95.4,Sedan,9.5,174.2,3.1,6.8,1,0.1,6,6.2,9.8,4.2,1,9.6,0,High,82.5,7.9,166.29999999999998,3
67,68542,High School,Suburban,45.6,295.5,Sedan,7.5,364.8,3.9,13.4,1,0.29,5,9.1,4.3,4.5,4,4.6,0,Medium,297.5,85.8,279,2
57,31822,Bachelor,Urban,21.2,138.1,SUV,7.8,209.6,5.5,4.3,1,0.22,6,5.8,6.6,6.1,4.2,5.1,0,Medium,83.6,18,191.6,2
41,115997,Master,Suburban,44.3,315.6,SUV,2.1,350.4,5.8,14.7,1,0.33,9.7,5,9.1,4.7,7.3,10,0,High,213.9,71.6,278.79999999999995,3
67,64877,Bachelor,Urban,31.2,185.3,Sedan,5.4,295.5,6.4,0.5,0,0.28,8.4,5.9,9.7,5.1,5.9,9.2,0,High,166.6,46.8,248.7,3
56,39949,High School,Suburban,39.6,303.2,Hatchback,8.8,338,2.6,7.6,1,0.25,5.2,5.9,6.6,8.8,2.9,7,0,Medium,298.6,75.5,262.5,2
61,34716,Bachelor,Urban,42.7,293.4,Hatchback,0,359.3,8.7,0.5,1,0.32,3.9,8.4,3.4,8.6,3.6,4.7,0,Medium,242,76.3,283,2
59,27575,Bachelor,Urban,45.8,314.6,Hatchback,10.8,403.8,5,3.9,1,0.31,6.1,5.4,4.9,5.5,6,4.9,0,Medium,265.2,81.7,322.1,2
29,23399,High School,Urban,51.6,294.9,SUV,6.8,432.1,8.5,3.4,0,0.28,4,5.7,5.4,4.1,3.3,4.8,0,High,195.4,55.1,377,3
